analysis_scope,state,method,buffer_m,variable,frozen_weight_method,frozen_weight_variable,feature_count,n_islands,row_standardized_S0,variable_variance,weights_sha256,eligibility_status,reason
county_within_state_patch75_500m,AL,WUI-P,500,p_a,WUI-P,area_proportion,67,0,67.000000000000,0.045950850143,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,ELIGIBLE_FORMAL_N_GE_30,Option A passes n=67>=30
county_within_state_patch75_500m,AL,WUI-P,500,p_s,WUI-P,structure_proportion,59,0,59.000000000000,0.094289800348,c8baa035a69f6d0d7deeee206703e6f9b064b394e4140ca0eb8bd516ed04c66e,ELIGIBLE_FORMAL_N_GE_30,Option A passes n=59>=30
county_within_state_patch75_500m,AL,WUI-S,500,p_a,WUI-S,area_proportion,67,0,67.000000000000,0.015659406969,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,ELIGIBLE_FORMAL_N_GE_30,Option A passes n=67>=30
county_within_state_patch75_500m,AL,WUI-S,500,p_s,WUI-S,structure_proportion,67,0,67.000000000000,0.059602178088,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,ELIGIBLE_FORMAL_N_GE_30,Option A passes n=67>=30
county_within_state_patch75_500m,AL,WUI-Z,500,p_a,WUI-P,area_proportion,67,0,67.000000000000,0.021137281901,c410fed375d8e4521a34ec3bc4380221f6876c3c44ea71cbfd1defd5caba8680,ELIGIBLE_FORMAL_N_GE_30,Option A passes n=67>=30
county_within_state_patch75_500m,AR,WUI-P,500,p_a,WUI-P,area_proportion,75,0,75.000000000000,0.012207422768,76f2a1ee9411e106b923326fbb5fd37c9645285dc719372fdab312afeb6e4470,ELIGIBLE_FORMAL_N_GE_30,Option A passes n=75>=30
county_within_state_patch75_500m,AR,WUI-P,500,p_s,WUI-P,structure_proportion,75,0,75.000000000000,0.083376692537,76f2a1ee9411e106b923326fbb5fd37c9645285dc719372fdab312afeb6e4470,ELIGIBLE_FORMAL_N_GE_30,Option A passes n=75>=30
county_within_state_patch75_500m,AR,WUI-S,500,p_a,WUI-S,area_proportion,75,0,75.000000000000,0.012140843453,76f2a1ee9411e106b923326fbb5fd37c9645285dc719372fdab312afeb6e4470,ELIGIBLE_FORMAL_N_GE_30,Option A passes n=75>=30
county_within_state_patch75_500m,AR,WUI-S,500,p_s,WUI-S,structure_proportion,75,0,75.000000000000,0.089300159705,76f2a1ee9411e106b923326fbb5fd37c9645285dc719372fdab312afeb6e4470,ELIGIBLE_FORMAL_N_GE_30,Option A passes n=75>=30
county_within_state_patch75_500m,AR,WUI-Z,500,p_a,WUI-P,area_proportion,75,0,75.000000000000,0.009445074337,76f2a1ee9411e106b923326fbb5fd37c9645285dc719372fdab312afeb6e4470,ELIGIBLE_FORMAL_N_GE_30,Option A passes n=75>=30
county_within_state_patch75_500m,AZ,WUI-P,500,p_a,WUI-P,area_proportion,15,0,15.000000000000,0.001769022679,89a117ac87013c753a9666307b42ee9594fee299fd2683b412e63c85f3d487e3,EXCLUDED_N_LT_30,Option A excludes n=15<30
county_within_state_patch75_500m,AZ,WUI-P,500,p_s,WUI-P,structure_proportion,15,0,15.000000000000,0.064408606982,89a117ac87013c753a9666307b42ee9594fee299fd2683b412e63c85f3d487e3,EXCLUDED_N_LT_30,Option A excludes n=15<30
county_within_state_patch75_500m,AZ,WUI-S,500,p_a,WUI-S,area_proportion,15,0,15.000000000000,0.001152968670,89a117ac87013c753a9666307b42ee9594fee299fd2683b412e63c85f3d487e3,EXCLUDED_N_LT_30,Option A excludes n=15<30
county_within_state_patch75_500m,AZ,WUI-S,500,p_s,WUI-S,structure_proportion,15,0,15.000000000000,0.056612671448,89a117ac87013c753a9666307b42ee9594fee299fd2683b412e63c85f3d487e3,EXCLUDED_N_LT_30,Option A excludes n=15<30
county_within_state_patch75_500m,AZ,WUI-Z,500,p_a,WUI-P,area_proportion,15,0,15.000000000000,0.000666333838,89a117ac87013c753a9666307b42ee9594fee299fd2683b412e63c85f3d487e3,EXCLUDED_N_LT_30,Option A excludes n=15<30
county_within_state_patch75_500m,CA,WUI-P,500,p_a,WUI-P,area_proportion,58,0,58.000000000000,0.011358839277,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,ELIGIBLE_FORMAL_N_GE_30,Option A passes n=58>=30
county_within_state_patch75_500m,CA,WUI-P,500,p_s,WUI-P,structure_proportion,58,0,58.000000000000,0.103096296244,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,ELIGIBLE_FORMAL_N_GE_30,Option A passes n=58>=30
county_within_state_patch75_500m,CA,WUI-S,500,p_a,WUI-S,area_proportion,58,0,58.000000000000,0.011523121243,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,ELIGIBLE_FORMAL_N_GE_30,Option A passes n=58>=30
county_within_state_patch75_500m,CA,WUI-S,500,p_s,WUI-S,structure_proportion,58,0,58.000000000000,0.113517770436,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,ELIGIBLE_FORMAL_N_GE_30,Option A passes n=58>=30
county_within_state_patch75_500m,CA,WUI-Z,500,p_a,WUI-P,area_proportion,58,0,58.000000000000,0.008928857034,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,ELIGIBLE_FORMAL_N_GE_30,Option A passes n=58>=30
