analysis_panel,state,method,buffer_m,variable,n_units,n_islands,moran_i,expected_i,variance_norm,z_norm,p_norm,significant_p_norm,status,weights_sha256,analysis_scope,frozen_weight_method,frozen_weight_variable,mean,std,alpha,weight_transformation,permutations,random_seed,run,eligibility_status,direction
five_state_radius_sensitivity,CA,WUI-P,100,p_a,58,0,0.187335879834,-0.017543859649,0.006704220806,2.50221635533,0.012341847691,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,100,p_s,58,0,0.273455238068,-0.017543859649,0.006704220806,3.554000525048,0.000379418456,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,200,p_a,58,0,0.11226420011,-0.017543859649,0.006704220806,1.585358566945,0.112884889317,False,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,200,p_s,58,0,0.270548945997,-0.017543859649,0.006704220806,3.518505694895,0.000433984501,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,300,p_a,58,0,0.088428173514,-0.017543859649,0.006704220806,1.294246836014,0.195580173619,False,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,300,p_s,58,0,0.173304292071,-0.017543859649,0.006704220806,2.330847197602,0.019761418378,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,400,p_a,58,0,0.145687884729,-0.017543859649,0.006704220806,1.993565305791,0.046199580039,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,400,p_s,58,0,0.149587348115,-0.017543859649,0.006704220806,2.04118983463,0.041231961731,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,500,p_a,58,0,0.139311365305,-0.017543859649,0.006704220806,1.915688248581,0.05540478911,False,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,500,p_s,58,0,0.157661155298,-0.017543859649,0.006704220806,2.139796033721,0.032371253899,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,600,p_a,58,0,0.144160583184,-0.017543859649,0.006704220806,1.974912222206,0.048278110144,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,600,p_s,58,0,0.153530304388,-0.017543859649,0.006704220806,2.089345546354,0.036676629197,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,700,p_a,58,0,0.150502007198,-0.017543859649,0.006704220806,2.052360655729,0.040134625211,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,700,p_s,58,0,0.145242111948,-0.017543859649,0.006704220806,1.988121039085,0.046798305038,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,800,p_a,58,0,0.152899012216,-0.017543859649,0.006704220806,2.081635513136,0.037375775024,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,800,p_s,58,0,0.14327149065,-0.017543859649,0.006704220806,1.96405364787,0.04952387079,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,900,p_a,58,0,0.152778922495,-0.017543859649,0.006704220806,2.08016884559,0.037510048708,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,900,p_s,58,0,0.140751330104,-0.017543859649,0.006704220806,1.933274679911,0.053202369251,False,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,1000,p_a,58,0,0.158651417948,-0.017543859649,0.006704220806,2.15189020861,0.031406002613,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-P,1000,p_s,58,0,0.136425306397,-0.017543859649,0.006704220806,1.88044052803,0.060048064477,False,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,100,p_a,58,0,0.273648377612,-0.017543859649,0.006704220806,3.556359357245,0.000376029638,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,100,p_s,58,0,0.253427154117,-0.017543859649,0.006704220806,3.309395571158,0.000934976373,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,200,p_a,58,0,0.216531577743,-0.017543859649,0.006704220806,2.85878627775,0.004252651938,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,200,p_s,58,0,0.254362826256,-0.017543859649,0.006704220806,3.320823026783,0.000897524291,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,300,p_a,58,0,0.21595230704,-0.017543859649,0.006704220806,2.851711587838,0.004348453522,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,300,p_s,58,0,0.242173465381,-0.017543859649,0.006704220806,3.171953166736,0.001514174234,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,400,p_a,58,0,0.227264717435,-0.017543859649,0.006704220806,2.989871165649,0.002790951365,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,400,p_s,58,0,0.226865205961,-0.017543859649,0.006704220806,2.984991892826,0.002835858398,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
five_state_radius_sensitivity,CA,WUI-S,500,p_a,58,0,0.217116250464,-0.017543859649,0.006704220806,2.865926943042,0.004157901878,True,FORMAL_COMPLETE,3125eee1efdeed67dbd25544efb39fbefa20f98cba387834d67348e84a9f645c,,,,,,,,,,,,
